,Name,UTM Easting,UTM Northing,Year,Wasaga Easting,Wasaga Northing,In_Polygon,Sewer_Installation_Period,Year End
54,Untitled Placemark,573468.8259938498,4924005.141639562,1978,780.6545957659054,161.78958831538125,True,2001-2005,2005.0
55,Untitled Placemark,573485.5556041923,4923943.118267937,1978,760.0532041294215,101.63435359339208,True,2001-2005,2005.0
56,Untitled Placemark,573495.7657526954,4923909.722867332,1978,749.947402942601,68.57930901633924,True,2001-2005,2005.0
57,Untitled Placemark,573445.8311330439,4923907.033122514,1978,707.4829923613298,94.01058477410594,True,2001-2005,2005.0
58,Untitled Placemark,573618.5913771539,4923957.649029305,1978,877.2631843561641,39.92377745483676,True,2011-2015,2015.0
59,Untitled Placemark,573299.4472970769,4923893.240358802,1978,579.7282529126,163.71480581961868,True,2001-2005,2005.0
60,Untitled Placemark,573317.9788043157,4923840.828163196,1978,565.9251878133066,110.44903229055382,True,2001-2005,2005.0
61,Untitled Placemark,573369.3777403046,4923877.497940123,1978,628.3988928174342,112.09081157767332,True,2001-2005,2005.0
62,Untitled Placemark,573448.326472012,4923843.884072034,1978,674.5781000195371,40.81019763364904,True,2001-2005,2005.0
63,Untitled Placemark,573428.3211157352,4923817.318341382,1978,643.4580463180845,30.083544216791296,True,2001-2005,2005.0
64,Untitled Placemark,573373.9853798274,4923797.942016826,1978,588.146242137056,44.258029283220644,True,2001-2005,2005.0
65,Untitled Placemark,573278.2101664371,4923771.511179836,1978,494.92515664973075,75.58012387518853,True,2001-2005,2005.0
66,Untitled Placemark,573311.3940531474,4923781.387314606,1978,527.6217617243107,65.3173070274999,True,2001-2005,2005.0
67,Untitled Placemark,573260.1845433168,4923757.579155023,1978,472.4223073805232,74.1247466664121,True,2001-2005,2005.0
68,Untitled Placemark,573190.9152157851,4923794.6049922425,1978,436.0743847762702,142.84769648016518,True,2001-2005,2005.0
69,Untitled Placemark,573195.2861388539,4923754.12182467,1978,417.25396948678974,107.20849671769126,True,2001-2005,2005.0
70,Untitled Placemark,573225.1530878589,4923736.754017831,1978,432.1494210512517,76.42557955369857,True,2001-2005,2005.0
71,Untitled Placemark,573082.769657889,4923698.186268836,1978,293.96458798940506,123.58559594096813,True,2001-2005,2005.0
72,Untitled Placemark,573145.2538995545,4923770.107016704,1978,385.04589315688827,148.01819853975778,True,2001-2005,2005.0
73,Untitled Placemark,573152.4023628193,4923731.95668584,1978,369.7958967341456,112.75594426442129,True,2001-2005,2005.0
74,Untitled Placemark,573048.7131842994,4923684.9626652775,1978,258.699150973777,131.58449669496463,True,2001-2005,2005.0
75,Untitled Placemark,573063.9749920595,4923646.875388906,1978,250.14175277312933,91.88330782385606,True,2001-2005,2005.0
76,Untitled Placemark,573092.6561240449,4923768.888365456,1978,341.2103732177715,176.13067038135588,True,2001-2005,2005.0
77,Untitled Placemark,572909.9014751517,4923917.563952624,1978,273.53528078102823,399.28514428913775,True,2001-2005,2005.0
78,Untitled Placemark,572909.995525162,4923881.441456256,1978,253.61892204200822,369.5914685116947,True,2001-2005,2005.0
79,Untitled Placemark,572812.5089443871,4923625.275637551,1978,31.83689705765806,213.34345088316158,True,2001-2005,2005.0
80,Untitled Placemark,572827.4950079131,4923565.272133824,1978,10.922757032132523,155.81073204171418,True,2001-2005,2005.0
81,Untitled Placemark,572892.6702291673,4923581.072813278,1978,73.1501994843349,132.7025471104094,True,2001-2005,2005.0
82,Untitled Placemark,572897.4069993846,4923529.484655814,1978,48.483463430388284,87.74825288609868,True,2001-2005,2005.0
83,Untitled Placemark,572952.671235003,4923544.102865073,1978,101.9235999381503,69.15540663319975,True,2001-2005,2005.0
84,Untitled Placemark,573004.4551053478,4923562.726560433,1978,154.72480391259137,55.77576321844541,True,2001-2005,2005.0
85,Untitled Placemark,573041.8608667748,4923576.016288483,1978,192.7752195169443,45.97731723056361,True,2001-2005,2005.0
86,Untitled Placemark,572845.6246568166,4923650.462493595,1978,72.9519303743476,215.68213363637526,True,2001-2005,2005.0
87,Untitled Placemark,574218.8920063637,4924496.329915737,1978,1668.0174503355936,149.69588233362003,True,2001-2005,2005.0
88,Untitled Placemark,574532.8486054831,4924587.069309728,1978,1975.8694677383494,50.38271305420919,True,2001-2005,2005.0
89,Untitled Placemark,574550.015942528,4924658.531734574,1978,2029.5106707471905,99.52179404954003,True,2001-2005,2005.0
90,Untitled Placemark,574404.6895094925,4924543.157819633,1978,1846.3992047426404,85.28466579807869,True,2001-2005,2005.0
91,Untitled Placemark,574327.5228413658,4924520.088555013,1978,1770.3086390204396,109.06552775161994,True,2001-2005,2005.0
92,Untitled Placemark,574254.5190894015,4924434.861392765,1978,1663.2301674683251,79.53633719984518,True,2001-2005,2005.0
93,Untitled Placemark,574553.7471871423,4924705.779263441,1978,2058.7236365286344,136.22724496815184,True,2001-2005,2005.0
94,Untitled Placemark,574541.9391244198,4924760.667299479,1978,2079.4142263865074,187.8032819679092,True,2001-2005,2005.0
95,Untitled Placemark,574530.5702800049,4924818.070431232,1978,2101.857319596566,241.20006755930467,True,2001-2005,2005.0
96,Untitled Placemark,574025.65918791,4924419.218864277,1978,1466.7728807901872,193.372559863446,True,2001-2005,2005.0
97,Untitled Placemark,573521.1826872805,4924107.01917314,1978,880.0062348149801,216.40983713625718,True,2001-2005,2005.0
98,Untitled Placemark,573521.4207749565,4924150.340552853,1978,904.1796698836137,251.82698104162213,True,2001-2005,2005.0
99,Untitled Placemark,573503.8513999397,4923884.944005323,1978,742.8674559273892,43.770772319368454,True,2001-2005,2005.0
100,Untitled Placemark,572985.1276137673,4923665.988130389,1978,196.01944833296847,151.20839992131872,True,2001-2005,2005.0
101,Untitled Placemark,572979.476876778,4923617.126047166,1978,164.33772980893212,114.24049292870477,True,2001-2005,2005.0
102,Untitled Placemark,573516.329010261,4924444.2265316965,1978,1062.6651564764447,495.8039955950654,True,1991-1995,1995.0
103,Untitled Placemark,573346.301057837,4924518.4956834605,1978,964.2500024491692,650.8574475537391,True,2001-2005,2005.0
104,Untitled Placemark,573417.1097548576,4924691.733735024,1978,1118.2406193721806,753.822100572018,True,2001-2005,2005.0
105,Untitled Placemark,573226.5681675487,4924613.954493118,1978,918.8345983232873,795.4608937280743,True,2011-2015,2015.0
106,Untitled Placemark,573091.0073888235,4924419.254634712,1978,699.8303692102176,710.724778364833,True,2001-2005,2005.0
107,Untitled Placemark,573361.3244729262,4924970.942683717,1978,1227.0040806742138,1013.8138349132428,True,1996-2000,2000.0
108,Untitled Placemark,573385.0080803607,4925069.059967925,1978,1300.7457125729468,1081.2188164935994,True,1991-1995,1995.0
109,Untitled Placemark,573535.21987927,4925229.251775732,1978,1512.6724146893941,1129.5288724502818,True,1996-2000,2000.0
110,Untitled Placemark,573461.2079276085,4925399.890397855,1978,1546.3864498064027,1310.5176288428916,True,1996-2000,2000.0
111,Untitled Placemark,573169.3696731061,4925187.475497227,1978,1189.3379453837638,1297.7432236942059,True,1996-2000,2000.0
112,Untitled Placemark,573178.129496309,4925148.00465685,1978,1174.679316329881,1260.5055017960756,True,1996-2000,2000.0
113,Untitled Placemark,573565.8817273041,4925363.010082839,1978,1611.8673369584124,1222.3179787502245,True,1996-2000,2000.0
114,Untitled Placemark,573421.289878875,4925269.258618764,1978,1441.3265277106539,1225.417346796823,True,1991-1995,1995.0
115,Untitled Placemark,573346.8936914753,4925301.091202033,1978,1397.8971472721,1292.7164634683402,True,1991-1995,1995.0
116,Untitled Placemark,573300.0406358138,4925453.003386756,1978,1443.5324512186119,1443.3063166241384,True,1996-2000,2000.0
117,Untitled Placemark,573279.4891278738,4925311.626508767,1978,1348.4171111827513,1338.669518116902,True,1996-2000,2000.0
118,Untitled Placemark,573521.2005384393,4925631.661352186,1978,1723.8990655868183,1467.5001942924594,True,1991-1995,1995.0
119,Untitled Placemark,573540.8013178314,4925641.217639218,1978,1745.272527723397,1464.4930643750522,True,1991-1995,1995.0
120,Untitled Placemark,573596.9843029513,4925683.2542806,1978,1814.6424769547539,1467.8908823883628,True,1991-1995,1995.0
121,Untitled Placemark,573288.3923937038,4924847.820300045,1978,1099.0096976843731,953.1486806285079,True,2001-2005,2005.0
122,Untitled Placemark,573292.3752731602,4924831.350344655,1978,1093.16199472398,937.4291691861998,True,2001-2005,2005.0
123,Untitled Placemark,573297.5787317225,4924771.265315138,1978,1064.1752607483438,885.2441509866596,True,2001-2005,2005.0
124,Untitled Placemark,573306.2583355219,4924734.271843157,1978,1050.8220098687236,850.0837241001813,True,2001-2005,2005.0
125,Untitled Placemark,572965.5658595538,4924815.462093585,1978,816.1926905401025,1105.278086630217,True,1991-1995,1995.0
126,Untitled Placemark,573316.0930292457,4924710.399623618,1978,1045.6791260592547,825.0510813426699,True,2001-2005,2005.0
127,1,572977.3485975593,4924503.651451226,1978,653.2765550634401,842.8889373706296,True,2001-2005,2005.0
128,2,572972.0097123447,4924539.441565562,1978,668.705103738444,875.2128425980663,True,2001-2005,2005.0
129,Untitled Placemark,572964.0115300658,4924594.87484809,1978,692.8238185801513,925.1275606307153,True,2001-2005,2005.0
130,Untitled Placemark,572947.8228366674,4924666.53142477,1978,719.2009869922807,992.8882763530534,True,2001-2005,2005.0
131,Untitled Placemark,572940.9123472561,4924702.638798116,1978,733.5154995670124,1026.3423912384515,True,2001-2005,2005.0
132,Untitled Placemark,572931.9818791334,4924745.270018654,1978,749.7833468362069,1066.2679279904762,True,2001-2005,2005.0
133,Untitled Placemark,573020.6250000764,4924761.496661462,1978,831.5039900322615,1030.5199735813433,True,2001-2005,2005.0
134,Untitled Placemark,573003.1210768878,4924684.166108116,1978,774.3386233270204,976.7518856256316,True,2001-2005,2005.0
135,Untitled Placemark,573030.528288836,4924735.756989399,1978,825.3837731823131,1003.9169583230832,True,2001-2005,2005.0
136,Untitled Placemark,573149.4499757378,4924730.944468849,1978,920.3055663994027,934.1455955397805,True,2011-2015,2015.0
137,Untitled Placemark,573199.1224002825,4924787.631253139,1978,992.4417857390916,953.1686649238729,True,2011-2015,2015.0
138,Untitled Placemark,573163.5355903364,4924637.302366911,1978,880.0338148712175,849.5079011312276,True,2011-2015,2015.0
139,Untitled Placemark,573097.982923812,4924694.202548585,1978,857.7360355972083,932.4823180976697,True,2001-2005,2005.0
140,Untitled Placemark,573109.2540486124,4924618.902184631,1978,825.3067692239235,864.4533989370749,True,2001-2005,2005.0
141,Untitled Placemark,573057.1024297838,4925026.606261652,1978,1008.173068332342,1227.8752487109953,True,1996-2000,2000.0
142,Untitled Placemark,572763.505066452,4924482.232511219,1978,465.9442926655978,943.6736667438884,True,2001-2005,2005.0
143,Untitled Placemark,572707.7996788048,4924565.449451821,1978,466.2931855802592,1042.7928551773236,True,2001-2005,2005.0
144,Untitled Placemark,572490.6622567751,4924531.238644771,1978,269.1777980471142,1134.9039000669138,True,2001-2005,2005.0
145,Untitled Placemark,572830.1577540047,4924670.778070494,1978,624.997138259131,1061.499768935311,True,2001-2005,2005.0
146,Untitled Placemark,572611.6310913989,4924469.060889714,1978,334.02821881028035,1016.9263398996887,True,2001-2005,2005.0
147,Untitled Placemark,572674.8582804562,4924422.674794779,1978,360.2372128440449,943.8667713630074,True,2001-2005,2005.0
148,Untitled Placemark,572620.41883198,4924650.764150664,1978,441.81072946532146,1161.1655675873951,True,1991-1995,1995.0
149,Untitled Placemark,572800.7972763279,4924621.881998817,1978,573.840722831834,1037.6271377967744,True,2001-2005,2005.0
150,Untitled Placemark,572791.2320477957,4924707.52257471,1978,613.393054952218,1113.1968905568322,True,1991-1995,1995.0
151,Untitled Placemark,572816.337221193,4924713.984294076,1978,637.570526167513,1104.6037598937025,True,1991-1995,1995.0
152,Untitled Placemark,572767.868393542,4924703.025233305,1978,591.7319188949896,1122.438044565505,True,1991-1995,1995.0
153,Untitled Placemark,572624.7657856883,4924407.220492472,1978,310.5781638624316,958.9110108971003,True,2001-2005,2005.0
154,Untitled Placemark,572759.2848209947,4924374.533708569,1978,402.8707261340547,857.6333968849951,True,2001-2005,2005.0
155,Untitled Placemark,572727.8759398166,4924298.267875703,1978,334.8844585722676,812.4352953169179,True,2001-2005,2005.0
156,Untitled Placemark,572831.7843816796,4924326.491999241,1978,435.7721294573764,778.0830649340612,True,2011-2015,2015.0
157,Untitled Placemark,572704.3189317485,4924531.1088026175,1978,444.4296371633277,1016.5399622493547,True,2001-2005,2005.0
158,Untitled Placemark,572922.996209992,4924471.860285579,1978,591.0795639357357,846.885192501761,True,2001-2005,2005.0
159,Untitled Placemark,573076.2395823876,4924553.62872731,1978,762.0871794841802,829.1641678274502,True,2001-2005,2005.0
160,Untitled Placemark,573083.914064909,4924524.318518773,1978,752.1617695703114,800.8648476195045,True,2001-2005,2005.0
161,Untitled Placemark,573014.5512033298,4924566.332835428,1978,718.4981807374265,873.7330449130598,True,2001-2005,2005.0
162,Untitled Placemark,573007.6098400678,4924616.5217069015,1978,740.5813638405659,918.7593304133343,True,2001-2005,2005.0
163,Untitled Placemark,573003.7430612184,4924643.726652039,1978,752.4660748669473,943.2235648064405,True,2001-2005,2005.0
164,Untitled Placemark,573089.8705649364,4924483.7276986735,1978,734.5828718759797,764.259704553446,True,2001-2005,2005.0
165,Untitled Placemark,573283.959783034,4924862.529151135,1978,1103.5135992254873,967.6719771981245,True,2001-2005,2005.0
166,Untitled Placemark,573231.774530172,4924905.606639028,1978,1084.5341754161018,1031.9049185507013,True,1991-1995,1995.0
167,Untitled Placemark,573039.8697805565,4924709.706387865,1978,818.6304563047098,977.3697491619639,True,2001-2005,2005.0
168,Untitled Placemark,573203.5672194249,4924700.289367322,1978,947.7460541776385,879.0369495915877,True,2011-2015,2015.0
169,Untitled Placemark,573323.0056342541,4924654.4250655,1978,1020.3700095168958,775.2930590627055,True,2001-2005,2005.0
170,Untitled Placemark,573075.8652027093,4924916.836394001,1978,962.8127289191515,1127.4145607400367,True,1996-2000,2000.0
171,Untitled Placemark,573034.6055154975,4924904.768421673,1978,922.2760680044601,1140.348681987057,True,1996-2000,2000.0
172,Untitled Placemark,573041.2848749548,4924881.770407282,1978,915.0278267253099,1117.7798540604697,True,1996-2000,2000.0
173,Untitled Placemark,573046.7632986393,4924852.912297582,1978,903.5505947383614,1091.0670222342499,True,1991-1995,1995.0
174,Untitled Placemark,572933.5571947822,4924912.825708829,1978,843.8168656654094,1202.8898791290599,True,1996-2000,2000.0
175,Untitled Placemark,572905.6489013861,4924828.932329103,1978,774.4813410764267,1149.4951688645588,True,1996-2000,2000.0
176,Untitled Placemark,572901.2290470449,4924843.915257226,1978,779.1474098967036,1164.236308714347,True,1996-2000,2000.0
177,Untitled Placemark,573062.8913312152,4924970.802683114,1978,982.0364921462543,1178.8794915331262,True,1996-2000,2000.0
178,Untitled Placemark,573069.3588720531,4924942.785157734,1978,971.8361731949052,1152.3089625099824,True,1996-2000,2000.0
179,Untitled Placemark,573217.3989638541,4924961.254482066,1978,1103.5384549757546,1085.5255369148927,True,1996-2000,2000.0
180,Untitled Placemark,573211.0088122365,4924991.0755442735,1978,1114.8005227580081,1113.5331888958267,True,1996-2000,2000.0
181,Untitled Placemark,573191.5333953324,4925068.187261919,1978,1141.500031644387,1187.5894948540727,True,1996-2000,2000.0
182,Untitled Placemark,573190.1456468909,4925096.128925919,1978,1155.8267691068647,1211.2861455170748,True,1996-2000,2000.0
183,Untitled Placemark,573181.8697208352,4925047.372061415,1978,1122.0490946087268,1175.8576023003689,True,1996-2000,2000.0
184,Untitled Placemark,573172.2772148107,4924964.620552736,1978,1068.3752684334113,1113.2622425917723,True,1996-2000,2000.0
185,Untitled Placemark,573000.6360313093,4925050.081218191,1978,974.8307394938981,1278.392207032511,True,1996-2000,2000.0
186,Untitled Placemark,573010.1109857195,4924996.268656299,1978,952.8209002907361,1228.9900474229528,True,1996-2000,2000.0
187,Untitled Placemark,572974.3889306512,4924946.592105394,1978,896.0122731525502,1207.9980519361075,True,1996-2000,2000.0
188,Untitled Placemark,572964.2913350277,4924989.370383942,1978,911.4037872948127,1248.6902589011816,True,1996-2000,2000.0
189,Untitled Placemark,572984.367540566,4924894.518028893,1978,875.3779654947535,1159.7436997382158,True,1996-2000,2000.0
190,Untitled Placemark,572995.3019380419,4924849.164405807,1978,859.2476851769853,1116.4750371011023,True,1996-2000,2000.0
191,Untitled Placemark,572784.197981108,4924660.848755437,1978,581.7873831831818,1078.7903053962536,True,2001-2005,2005.0
192,Untitled Placemark,572806.1238703892,4924591.901309024,1978,561.6175617719962,1010.0771688810581,True,2001-2005,2005.0
193,Untitled Placemark,572735.07031191,4924606.126432933,1978,511.1854976150196,1061.0777280624352,True,2001-2005,2005.0
194,Untitled Placemark,572742.8885831094,4924572.66298057,1978,499.07928892338595,1029.2907275728207,True,2001-2005,2005.0
195,Untitled Placemark,572749.1879196722,4924548.492628323,1978,490.8703257824972,1005.9702353169095,True,2001-2005,2005.0
196,Untitled Placemark,572731.2485886727,4924649.890306678,1978,532.2724253021581,1099.1050517833035,True,2001-2005,2005.0
197,Untitled Placemark,572599.1723509749,4924502.293975427,1978,342.1990165431309,1051.0927701426215,True,2001-2005,2005.0
198,Untitled Placemark,573755.146475309,4924165.214353508,1978,1104.2042784812463,134.66676725186693,True,2001-2005,2005.0
199,Untitled Placemark,573786.7026959616,4924175.931289895,1978,1136.0306208342981,125.99480169341838,True,2001-2005,2005.0
200,Untitled Placemark,573817.1660663118,4924193.720617684,1978,1170.8747017693604,123.73122705025874,True,2001-2005,2005.0
201,Untitled Placemark,573806.1988400371,4924237.669496946,1978,1186.2005279017505,165.86534687607332,True,2001-2005,2005.0
202,Untitled Placemark,573826.8270206477,4924303.723313654,1978,1239.6880265200916,208.65064766184005,True,2001-2005,2005.0
203,Untitled Placemark,573789.4271007762,4924294.942383933,1978,1204.1379909798356,222.14571779937882,True,2001-2005,2005.0
204,Untitled Placemark,573869.6839726516,4924259.095649693,1978,1250.1547649521744,148.30879892553523,True,2001-2005,2005.0
205,Untitled Placemark,573885.9925489286,4924325.5098239565,1978,1300.2971113771714,193.78067321244293,True,2001-2005,2005.0
206,Untitled Placemark,573970.7915790075,4924247.162984717,1978,1326.51762327277,82.55470629991866,True,2001-2005,2005.0
207,Untitled Placemark,573905.4554478367,4924218.791290147,1978,1257.2001763789824,95.43635293580407,True,2001-2005,2005.0
208,Untitled Placemark,573857.7433232651,4924146.484140514,1978,1178.026795206388,62.51041672678906,True,2001-2005,2005.0
209,Untitled Placemark,573921.1883668865,4924162.012519414,1978,1238.6837615314694,40.13642627272529,True,2001-2005,2005.0
210,Untitled Placemark,573825.2391211886,4924129.857465765,1978,1142.1515559143718,66.85763362055546,True,2001-2005,2005.0
211,Untitled Placemark,573768.2565084038,4924113.304127212,1978,1086.2302631553644,84.81364866512106,True,2001-2005,2005.0
212,Untitled Placemark,573911.09823036,4924381.604333597,1978,1351.946382217906,225.91524104874512,True,2001-2005,2005.0
213,Untitled Placemark,573915.346726382,4924338.170283306,1978,1331.3922132071436,187.9223502986946,True,2001-2005,2005.0
214,Untitled Placemark,573850.1392241637,4924364.960549275,1978,1292.7120550815525,245.99794192620175,True,2001-2005,2005.0
215,Untitled Placemark,573816.3977245359,4924353.1223959215,1978,1258.4719177857796,254.9593881523795,True,2001-2005,2005.0
216,Untitled Placemark,573785.0957738974,4924346.638204605,1978,1229.1970190076588,266.96394906776544,True,2001-2005,2005.0
217,Untitled Placemark,573961.4321491115,4924282.954578838,1978,1338.6477877652349,117.10516759737433,True,2001-2005,2005.0
218,Untitled Placemark,574003.5253815191,4924254.197098824,1978,1357.2718580519627,70.20888497058033,True,2001-2005,2005.0
219,Untitled Placemark,574027.608227811,4924263.325214495,1978,1382.0862524714894,64.36961265323335,True,2001-2005,2005.0
220,Untitled Placemark,574055.0357336544,4924323.504457255,1978,1437.901649844048,98.57094320602303,True,2001-2005,2005.0
221,Untitled Placemark,574064.4897552803,4924271.191038829,1978,1416.704398321517,50.41054608539624,True,2001-2005,2005.0
222,Untitled Placemark,574090.66356903,4924332.099722947,1978,1471.8947737431822,85.90435541672875,True,2001-2005,2005.0
223,Untitled Placemark,573858.3759559564,4924316.845204716,1978,1272.8395152660923,201.95618695608474,True,2001-2005,2005.0
224,Untitled Placemark,573948.1099442458,4924395.047645018,1978,1389.758455133981,216.46092584988276,True,2001-2005,2005.0
225,U,574012.8724979613,4924366.201644148,1978,1426.9356606052697,156.94470236762584,True,2001-2005,2005.0
226,Untitled Placemark,573978.0221876665,4924351.752674771,1978,1390.340581265726,164.37746766851558,True,2001-2005,2005.0
227,Untitled Placemark,573838.3693343992,4924090.411834321,1978,1131.0931612766099,27.221619241128693,True,2001-2005,2005.0
228,Untitled Placemark,573769.4110132775,4924075.700663857,1978,1066.3643946909897,53.31775797469145,True,2001-2005,2005.0
229,Untitled Placemark,573597.7454761249,4924077.027265893,1978,926.2322989458069,149.42195580039822,True,2011-2015,2015.0
230,Untitled Placemark,573703.952966284,4924062.849557793,1978,1005.537436437787,79.0028638996454,True,2001-2005,2005.0
231,Untitled Placemark,573579.0966755231,4924157.1182263205,1978,955.2591065811749,225.46546107116018,True,2006-2010,2010.0
