Name,UTM Easting,UTM Northing,Year
Untitled Placemark,572829.8606303585,4924990.134872273,1978
Untitled Placemark,572944.2835820243,4924884.13747869,1978
Untitled Placemark,572954.9362396832,4924845.675493346,1978
Untitled Placemark,572957.0239695496,4924829.295029722,1978
Untitled Placemark,572867.5499363041,4924796.629840525,1978
Untitled Placemark,573294.1469388828,4924540.497363211,1978
Untitled Placemark,573055.1087652259,4924479.856746219,1978
Untitled Placemark,574114.9510818118,4925456.166675459,1997
Untitled Placemark,573126.3628281564,4923657.999029851,1997
Untitled Placemark,573138.3246910705,4923604.913483257,1997
Untitled Placemark,573013.4804766857,4923625.916516398,1997
Untitled Placemark,572877.6346011901,4923644.217187596,1997
Untitled Placemark,572940.9118486358,4923820.42917644,1997
Untitled Placemark,573160.9393332452,4925359.074898545,1997
Untitled Placemark,572858.4230586116,4925157.895935008,1997
Untitled Placemark,573095.0256226114,4925054.38202385,1997
Untitled Placemark,573099.826424678,4925032.449105719,1997
Untitled Placemark,573127.639707917,4925148.944984246,1997
Untitled Placemark,573097.0272086003,4925078.391722116,1997
Untitled Placemark,572998.9353681919,4925117.208295355,1997
Untitled Placemark,572874.9681552572,4924996.570948093,1997
Untitled Placemark,572949.9006005024,4924859.312478562,1997
Untitled Placemark,572844.7880892459,4924869.706992333,1997
Untitled Placemark,572855.1658792212,4924832.574795391,1997
Untitled Placemark,574030.6476436433,4925287.905825039,1997
Untitled Placemark,574038.1267771408,4925248.511756695,1997
Untitled Placemark,574033.7930748087,4925332.416000687,1997
Untitled Placemark,574079.0461909669,4925434.807482464,1997
Untitled Placemark,574082.8209526356,4925386.786673784,1997
Untitled Placemark,573659.9099039894,4925746.21210449,1997
Untitled Placemark,573676.9339463672,4925753.677071273,1997
Untitled Placemark,573709.3035620676,4925780.799052845,1997
Untitled Placemark,573824.559821098,4925874.2727636825,1997
Untitled Placemark,573745.0359088478,4925807.416501432,1997
Untitled Placemark,573791.9498012882,4925837.777103857,1997
Untitled Placemark,573578.5910036758,4925668.239454211,1997
Untitled Placemark,573537.9481293426,4925575.859524276,1997
Untitled Placemark,573536.3724868097,4925518.9649312645,1997
Untitled Placemark,573496.7700585056,4925438.559896635,1997
Untitled Placemark,573571.8099671955,4925379.212553375,1997
Untitled Placemark,573474.4855785585,4925348.740148638,1997
Untitled Placemark,573181.0224279851,4925108.980160499,1997
Untitled Placemark,573196.2218261488,4925019.989952062,1997
Untitled Placemark,572978.2172742082,4924916.222489154,1997
Untitled Placemark,574148.8941426225,4924418.797637784,1997
Untitled Placemark,574161.7391068831,4924368.539957934,1997
Untitled Placemark,574119.7747300487,4924289.007736994,1997
Untitled Placemark,574162.835467597,4924336.060566251,1997
Untitled Placemark,574263.257941355,4924373.376278024,1997
Untitled Placemark,572436.6974580336,4924507.915880672,1997
Untitled Placemark,572384.4241244671,4924471.603383314,1997
Untitled Placemark,572440.9804215191,4924470.7574310545,1997
Untitled Placemark,572446.9613351393,4924420.794506008,1997
Untitled Placemark,572392.669073672,4924429.233971166,1997
Untitled Placemark,572392.2322133452,4924515.564124173,1997
Untitled Placemark,572375.5647432788,4924572.838397237,1997
Untitled Placemark,572510.273245809,4924405.307112843,1997
Untitled Placemark,572577.2433300602,4924630.929302195,1997
Untitled P,572710.4627214315,4924683.7181938,1997
Untitled Placemark,572480.1529357292,4924346.293455238,1997
Untitled Placemark,572831.2610298147,4924444.740104156,1997
Untitled Placemark,572884.1084639812,4924687.949628421,1997
Untitled Placemark,572885.733648556,4924732.072609595,1997
Untitled Placemark,573169.8447336056,4924672.318693329,1997
Untitled Placemark,573214.9609773603,4924642.682099524,1997
Untitled Placemark,573280.1914128186,4924637.540086019,1997
Untitled Placemark,573285.2235854972,4924595.08758409,1997
Untitled Placemark,573438.7474119482,4924651.327960286,1997
Untitled Placemark,572966.0180328205,4924967.813306861,1997
Untitled Placemark,573242.8417917844,4925419.112872221,1997
Untitled Placemark,573134.0759726291,4925340.473074839,1997
Untitled Placemark,573099.0105144716,4925321.77279777,1997
Untitled Placemark,572487.6749715328,4924493.972428116,1997
Untitled Placemark,572329.8740010717,4924392.788768568,1997
Untitled Placemark,572326.0481105547,4924411.150321559,1997
Untitled Placemark,572459.3635270447,4924376.6361169275,1997
Untitled Placemark,572468.1837393409,4924359.317297511,1997
Untitled Placemark,572513.2357684874,4924371.805099599,1997
Untitled Placemark,572561.7450242768,4924381.187657101,1997
Untitled Placemark,572553.9588264311,4924454.982279855,1997
Untitled Placemark,572572.2102453813,4924348.050663157,1997
Untitled Placemark,572644.7185513405,4924554.964286752,1997
Untitled Placemark,572578.2812931561,4924604.2655337285,1997
Untitled Placemark,572307.5986565789,4924538.812952551,1997
Untitled Placemark,572289.9932524692,4924514.187273722,1997
Untitled Placemark,573726.4586818457,4924317.998515848,1997
Untitled Placemark,573758.8725757727,4924329.670237944,1997
Untitled Placemark,573695.5704911192,4924256.826227422,1997
Untitled Placemark,573653.1607948717,4924126.504097942,1997
Untitled Placemark,573630.4742402204,4924211.335304308,1997
Untitled Placemark,573641.2419298876,4924186.517802207,1997
Untitled Placemark,573682.1339559692,4924051.7091944255,1997
Untitled Placemark,573684.5618367456,4924013.027785322,1997
Untitled Placemark,573615.0721349296,4923997.249549579,1997
Untitled Placemark,573608.3447038989,4924018.830881404,1997
Untitled Placemark,573575.6697661331,4924012.717516712,1997
Untitled Placemark,573539.4240675316,4923977.843029459,1997
Untitled Placemark,573550.4180992555,4923946.919088998,1997
Untitled Placemark,573588.4388374732,4923949.054222882,1997
Untitled Placemark,573223.1928401531,4923862.545770954,1997
Untitled Placemark,573177.8900401805,4923837.9627035195,1997
Untitled Placemark,573250.3336161977,4923879.991105306,1997
Untitled Placemark,573260.206306809,4923821.131317636,1997
Untitled Placemark,573290.2546368579,4923835.807282625,1997
Untitled Placemark,573359.7663750743,4923855.970741118,1997
Untitled Placemark,573516.3026911977,4924065.665922085,1997
Untitled Placemark,573218.8742659267,4923922.646818797,1997
Untitled Placemark,573278.3376943405,4923888.383916554,1997
Untitled Placemark,573062.3709573867,4923768.327103253,1997
Untitled Placemark,573116.5999257676,4923783.843431827,1997
Untitled Placemark,572991.6055339043,4923734.200355755,1997
Untitled Placemark,572914.5746162118,4923642.04652411,1997
Untitled Placemark,573236.2676432754,4923817.448659091,1997
Untitled Placemark,573397.7723798564,4923819.660521625,1997
Untitled Placemark,573740.6750787253,4924265.619077774,1997
Untitled Placemark,573734.5658511226,4924280.681031941,1997
Untitled Placemark,573731.2037916526,4924299.6649543,1997
Untitled Placemark,573700.6922982918,4924180.328936165,1997
Untitled Placemark,572923.2951969537,4923521.556772338,1997
Untitled Placemark,573108.3344096987,4923598.209584223,1997
Untitled Placemark,573745.9702893391,4924219.473173067,1997
Untitled Placemark,573393.5582854365,4924598.93122236,1997
Untitled Placemark,573383.686324634,4924618.337703843,1997
Untitled Placemark,573382.6691651935,4924636.983038863,1997
Untitled Placemark,573377.4837671383,4924653.654804873,1997
